Piping Class,Size,SCH,Wall thickness,Material_Name,PMSMat_Categories,PMSMat_Cat,Rating,Corrosion
11412,8,20,6.35,ASTM A106-B,Carbon steel,CS,150,1
11412,10,20,6.35,ASTM A106-B,Carbon steel,CS,150,1
11412,12,20,6.35,ASTM A106-B,Carbon steel,CS,150,1
11412,14,20,7.9248,ASTM A106-B,Carbon steel,CS,150,1
11412,16,20,7.9248,ASTM A106-B,Carbon steel,CS,150,1
11412,18,20,7.9248,ASTM A106-B,Carbon steel,CS,150,1
11412,20,20,9.525,ASTM A106-B,Carbon steel,CS,150,1
11412,24,20,9.525,ASTM A106-B,Carbon steel,CS,150,1
11412,16,20,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11412,18,20,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11412,20,20,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11412,24,20,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11412,30,10,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11412,36,10,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11412,42,STD,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11412,48,STD,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11412,4,40,6.0198,API 5L-B (sml),Carbon steel,CS,150,1
11412,6,40,7.112,API 5L-B (erw),Carbon steel,CS,150,1
11412,8,20,6.35,API 5L-B (erw),Carbon steel,CS,150,1
11412,10,20,6.35,API 5L-B (erw),Carbon steel,CS,150,1
11412,12,20,6.35,API 5L-B (erw),Carbon steel,CS,150,1
11412,14,20,7.9248,API 5L-B (erw),Carbon steel,CS,150,1
11412,16,20,7.9248,API 5L-B (erw),Carbon steel,CS,150,1
11412,18,20,7.9248,API 5L-B (erw),Carbon steel,CS,150,1
11412,20,20,9.525,API 5L-B (erw),Carbon steel,CS,150,1
11412,24,20,9.525,API 5L-B (saw),Carbon steel,CS,150,1
11415,0.5,80,3.7338,ASTM A106-B,Carbon steel,CS,150,1
11415,0.75,80,3.9116,ASTM A106-B,Carbon steel,CS,150,1
11415,1,80,4.5466,ASTM A106-B,Carbon steel,CS,150,1
11415,1.5,80,5.08,ASTM A106-B,Carbon steel,CS,150,1
11415,2,40,3.9116,ASTM A106-B,Carbon steel,CS,150,1
11415,3,40,5.4864,ASTM A106-B,Carbon steel,CS,150,1
11415,4,40,6.0198,ASTM A106-B,Carbon steel,CS,150,1
11415,6,40,7.112,ASTM A106-B,Carbon steel,CS,150,1
11415,8,20,6.35,ASTM A106-B,Carbon steel,CS,150,1
11415,10,20,6.35,ASTM A106-B,Carbon steel,CS,150,1
11415,12,20,6.35,ASTM A106-B,Carbon steel,CS,150,1
11415,14,20,7.9248,ASTM A106-B,Carbon steel,CS,150,1
11415,16,20,7.9248,ASTM A106-B,Carbon steel,CS,150,1
11415,18,20,7.9248,ASTM A106-B,Carbon steel,CS,150,1
11415,20,20,9.525,ASTM A106-B,Carbon steel,CS,150,1
11415,24,20,9.525,ASTM A106-B,Carbon steel,CS,150,1
11415,16,20,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11415,18,20,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11415,20,20,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11415,24,20,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11415,4,40,6.0198,API 5L-B (sml),Carbon steel,CS,150,1
11415,6,40,7.112,API 5L-B (erw),Carbon steel,CS,150,1
11415,8,20,6.35,API 5L-B (erw),Carbon steel,CS,150,1
11415,10,20,6.35,API 5L-B (erw),Carbon steel,CS,150,1
11415,12,20,6.35,API 5L-B (erw),Carbon steel,CS,150,1
11415,14,20,7.9248,API 5L-B (erw),Carbon steel,CS,150,1
11415,16,20,7.9248,API 5L-B (erw),Carbon steel,CS,150,1
11415,18,20,7.9248,API 5L-B (erw),Carbon steel,CS,150,1
11415,20,20,9.525,API 5L-B (erw),Carbon steel,CS,150,1
11415,24,20,9.525,API 5L-B (saw),Carbon steel,CS,150,1
11422,0.5,80,3.7338,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,0.75,80,3.9116,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,1,80,4.5466,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,1.5,80,5.08,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,2,40,3.9116,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,3,40,5.4864,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,4,40,6.0198,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,6,40,7.112,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,8,20,6.35,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,10,20,6.35,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,12,20,6.35,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,14,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,16,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,18,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,20,20,9.525,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,24,20,9.525,ASTM A106-B,Carbon steel Sour,CS,150,1
11422,30,10,7.9248,ASTM A672-C65 cl22,Carbon steel Sour,CS,150,1
11422,36,10,7.9248,ASTM A672-C65 cl22,Carbon steel Sour,CS,150,1
11422,42,STD,9.525,ASTM A672-C65 cl22,Carbon steel Sour,CS,150,1
11422,48,STD,9.525,ASTM A672-C65 cl22,Carbon steel Sour,CS,150,1
11432,0.5,160,4.7752,ASTM A106-B,Carbon steel,CS,150,3
11432,0.75,160,5.5626,ASTM A106-B,Carbon steel,CS,150,3
11432,1,160,6.35,ASTM A106-B,Carbon steel,CS,150,3
11432,1.5,160,7.1374,ASTM A106-B,Carbon steel,CS,150,3
11432,2,80,5.5372,ASTM A106-B,Carbon steel,CS,150,3
11432,3,80,7.62,ASTM A106-B,Carbon steel,CS,150,3
11432,4,40,6.0198,ASTM A106-B,Carbon steel,CS,150,3
11432,6,40,7.112,ASTM A106-B,Carbon steel,CS,150,3
11432,8,30,7.0358,ASTM A106-B,Carbon steel,CS,150,3
11432,10,30,7.7978,ASTM A106-B,Carbon steel,CS,150,3
11432,12,30,8.382,ASTM A106-B,Carbon steel,CS,150,3
11432,14,20,7.9248,ASTM A106-B,Carbon steel,CS,150,3
11432,16,20,7.9248,ASTM A106-B,Carbon steel,CS,150,3
11432,18,20,7.9248,ASTM A106-B,Carbon steel,CS,150,3
11432,20,20,9.525,ASTM A106-B,Carbon steel,CS,150,3
11432,24,20,9.525,ASTM A106-B,Carbon steel,CS,150,3
11432,16,20,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432,18,20,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432,20,20,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432,24,20,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432,30,STD,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432,36,STD,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432,42,11.1,11.1,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432,48,XS,12.7,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432,4,40,6.0198,API 5L-B (sml),Carbon steel,CS,150,3
11432,6,40,7.112,API 5L-B (sml),Carbon steel,CS,150,3
11432,8,30,7.0358,API 5L-B (sml),Carbon steel,CS,150,3
11432,10,30,7.7978,API 5L-B (sml),Carbon steel,CS,150,3
11432,12,30,8.382,API 5L-B (sml),Carbon steel,CS,150,3
11432,14,20,7.9248,API 5L-B (sml),Carbon steel,CS,150,3
11432,16,20,7.9248,API 5L-B (saw),Carbon steel,CS,150,3
11432,18,20,7.9248,API 5L-B (saw),Carbon steel,CS,150,3
11432,20,20,9.525,API 5L-B (saw),Carbon steel,CS,150,3
11432,24,20,9.525,API 5L-B (saw),Carbon steel,CS,150,3
11432-LNG,0.5,160,4.7752,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,0.75,160,5.5626,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,1,160,6.35,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,1.5,160,7.1374,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,2,80,5.5372,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,3,80,7.62,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,4,40,6.0198,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,6,40,7.112,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,8,30,7.0358,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,10,30,7.7978,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,12,30,8.382,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,14,20,7.9248,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,16,20,7.9248,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,18,20,7.9248,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,20,20,9.525,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,24,20,9.525,ASTM A106-B,Carbon steel,CS,150,3
11432-LNG,16,20,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432-LNG,18,20,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432-LNG,20,20,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432-LNG,24,20,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432-LNG,30,STD,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432-LNG,36,STD,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432-LNG,42,11.1,11.1,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432-LNG,48,XS,12.7,ASTM A672-C65 cl22,Carbon steel,CS,150,3
11432-LNG,4,40,6.0198,API 5L-B (sml),Carbon steel,CS,150,3
11432-LNG,6,40,7.112,API 5L-B (sml),Carbon steel,CS,150,3
11432-LNG,8,30,7.0358,API 5L-B (sml),Carbon steel,CS,150,3
11432-LNG,10,30,7.7978,API 5L-B (sml),Carbon steel,CS,150,3
11432-LNG,12,30,8.382,API 5L-B (sml),Carbon steel,CS,150,3
11432-LNG,14,20,7.9248,API 5L-B (sml),Carbon steel,CS,150,3
11432-LNG,16,20,7.9248,API 5L-B (saw),Carbon steel,CS,150,3
11432-LNG,18,20,7.9248,API 5L-B (saw),Carbon steel,CS,150,3
11432-LNG,20,20,9.525,API 5L-B (saw),Carbon steel,CS,150,3
11432-LNG,24,20,9.525,API 5L-B (saw),Carbon steel,CS,150,3
11440,0.5,160,4.7752,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,0.75,160,5.5626,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,1,160,6.35,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,1.5,160,7.1374,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,2,80,5.5372,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,3,80,7.62,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,4,40,6.0198,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,6,40,7.112,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,8,30,7.0358,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,10,30,7.7978,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,12,30,8.382,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,14,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,16,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,18,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,20,20,9.525,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,24,20,9.525,ASTM A106-B,Carbon steel Sour,CS,150,3
11440,30,STD,9.525,ASTM A672-C65 cl22,Carbon steel Sour,CS,150,3
11440,36,STD,9.525,ASTM A672-C65 cl22,Carbon steel Sour,CS,150,3
11440,42,11.1,11.1,ASTM A672-C65 cl22,Carbon steel Sour,CS,150,3
11440,48,XS,12.7,ASTM A672-C65 cl22,Carbon steel Sour,CS,150,3
11441,0.5,160,4.7752,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,0.75,160,5.5626,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,1,160,6.35,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,1.5,160,7.1374,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,2,80,5.5372,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,3,80,7.62,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,4,40,6.0198,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,6,40,7.112,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,8,30,7.0358,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,10,30,7.7978,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,12,30,8.382,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,14,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,16,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,18,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,20,20,9.525,ASTM A106-B,Carbon steel Sour,CS,150,3
11441,24,20,9.525,ASTM A106-B,Carbon steel Sour,CS,150,3
11450,0.5,80,3.7338,ASTM A106-B,Carbon steel,CS,150,1
11450,0.75,80,3.9116,ASTM A106-B,Carbon steel,CS,150,1
11450,1,80,4.5466,ASTM A106-B,Carbon steel,CS,150,1
11450,1.5,80,5.08,ASTM A106-B,Carbon steel,CS,150,1
11450,2,40,3.9116,ASTM A106-B,Carbon steel,CS,150,1
11450,3,40,5.4864,ASTM A106-B,Carbon steel,CS,150,1
11450,4,40,6.0198,ASTM A106-B,Carbon steel,CS,150,1
11450,6,40,7.112,ASTM A106-B,Carbon steel,CS,150,1
11450,8,20,6.35,ASTM A106-B,Carbon steel,CS,150,1
11450,10,20,6.35,ASTM A106-B,Carbon steel,CS,150,1
11450,12,20,6.35,ASTM A106-B,Carbon steel,CS,150,1
11450,14,20,7.9248,ASTM A106-B,Carbon steel,CS,150,1
11450,16,20,7.9248,ASTM A106-B,Carbon steel,CS,150,1
11450,18,20,7.9248,ASTM A106-B,Carbon steel,CS,150,1
11450,20,20,9.525,ASTM A106-B,Carbon steel,CS,150,1
11450,24,20,9.525,ASTM A106-B,Carbon steel,CS,150,1
11450,16,20,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11450,18,20,7.9248,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11450,20,20,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11450,24,20,9.525,ASTM A672-C65 cl22,Carbon steel,CS,150,1
11450,4,40,6.0198,API 5L-B (sml),Carbon steel,CS,150,1
11450,6,40,7.112,API 5L-B (erw),Carbon steel,CS,150,1
11450,8,20,6.35,API 5L-B (erw),Carbon steel,CS,150,1
11450,10,20,6.35,API 5L-B (erw),Carbon steel,CS,150,1
11450,12,20,6.35,API 5L-B (erw),Carbon steel,CS,150,1
11450,14,20,7.9248,API 5L-B (erw),Carbon steel,CS,150,1
11450,16,20,7.9248,API 5L-B (erw),Carbon steel,CS,150,1
11450,18,20,7.9248,API 5L-B (erw),Carbon steel,CS,150,1
11450,20,20,9.525,API 5L-B (erw),Carbon steel,CS,150,1
11450,24,20,9.525,API 5L-B (saw),Carbon steel,CS,150,1
11460,0.5,80,3.7338,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,0.75,80,3.9116,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,1,80,4.5466,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,1.5,80,5.08,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,2,40,3.9116,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,3,40,5.4864,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,4,40,6.0198,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,6,40,7.112,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,8,20,6.35,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,10,20,6.35,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,12,20,6.35,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,14,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,16,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,18,20,7.9248,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,20,20,9.525,ASTM A106-B,Carbon steel Sour,CS,150,1
11460,24,20,9.525,ASTM A106-B,Carbon steel Sour,CS,150,1
11472,0.5,80,3.7338,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,0.75,80,3.9116,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,1,80,4.5466,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,1.5,80,5.08,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,2,40,3.9116,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,3,40,5.4864,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,4,40,6.0198,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,6,40,7.112,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,8,20,6.35,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,10,20,6.35,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,12,20,6.35,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,14,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,16,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,18,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,20,20,9.525,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,24,20,9.525,ASTM A333-6,Carbon steel LT F-Gr,LT,150,1
11472,30,10,7.9248,ASTM A671-CC65 cl 22,Carbon steel LT F-Gr,LT,150,1
11472,36,10,7.9248,ASTM A671-CC65 cl 22,Carbon steel LT F-Gr,LT,150,1
11472,42,STD,9.525,ASTM A671-CC65 cl 22,Carbon steel LT F-Gr,LT,150,1
11472,48,STD,9.525,ASTM A671-CC65 cl 22,Carbon steel LT F-Gr,LT,150,1
11482,0.5,80,3.7338,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,0.75,80,3.9116,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,1,80,4.5466,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,1.5,80,5.08,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,2,40,3.9116,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,3,40,5.4864,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,4,40,6.0198,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,6,40,7.112,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,8,20,6.35,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,10,20,6.35,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,12,20,6.35,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,14,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,16,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,18,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,20,20,9.525,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,24,20,9.525,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,1
11482,30,10,7.9248,ASTM A671-CC65 cl 22,Carbon steel LT F-Gr Sour,LT,150,1
11482,36,10,7.9248,ASTM A671-CC65 cl 22,Carbon steel LT F-Gr Sour,LT,150,1
11482,42,STD,9.525,ASTM A671-CC65 cl 22,Carbon steel LT F-Gr Sour,LT,150,1
11482,48,STD,9.525,ASTM A671-CC65 cl 22,Carbon steel LT F-Gr Sour,LT,150,1
11492,0.5,160,4.7752,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,0.75,160,5.5626,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,1,160,6.35,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,1.5,160,7.1374,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,2,80,5.5372,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,3,80,7.62,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,4,40,6.0198,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,6,40,7.112,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,8,30,7.0358,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,10,30,7.7978,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,12,30,8.382,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,14,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,16,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,18,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,20,20,9.525,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11492,24,20,9.525,ASTM A333-6,Carbon steel LT F-Gr,LT,150,3
11502,0.5,160,4.7752,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,0.75,160,5.5626,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,1,160,6.35,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,1.5,160,7.1374,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,2,80,5.5372,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,3,80,7.62,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,4,40,6.0198,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,6,40,7.112,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,8,30,7.0358,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,10,30,7.7978,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,12,30,8.382,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,14,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,16,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,18,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,20,20,9.525,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11502,24,20,9.525,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,0.5,160,4.7752,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,0.75,160,5.5626,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,1,160,6.35,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,1.5,160,7.1374,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,2,80,5.5372,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,3,80,7.62,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,4,40,6.0198,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,6,40,7.112,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,8,30,7.0358,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,10,30,7.7978,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,12,30,8.382,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,14,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,16,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,18,20,7.9248,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,20,20,9.525,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
11503,24,20,9.525,ASTM A333-6,Carbon steel LT F-Gr Sour,LT,150,3
12021,0.5,80,3.7338,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,0.75,80,3.9116,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,1,80,4.5466,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,1.5,80,5.08,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,2,40,3.9116,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,3,40,5.4864,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,4,40,6.0198,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,6,40,7.112,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,8,20,6.35,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,10,20,6.35,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,12,20,6.35,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,14,20,7.9248,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,16,20,7.9248,ASTM A335-P11,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,18,20,7.9248,ASTM A691-1.25Cr cl 22,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,20,20,9.525,ASTM A691-1.25Cr cl 22,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12021,24,20,9.525,ASTM A691-1.25Cr cl 22,Alloy steel 1.25Cr-0.5Mo,AS,150,1
12040,0.5,80,3.7338,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,0.75,80,3.9116,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,1,80,4.5466,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,1.5,80,5.08,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,2,40,3.9116,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,3,40,5.4864,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,4,40,6.0198,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,6,40,7.112,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,8,20,6.35,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,10,20,6.35,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,12,20,6.35,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,14,20,7.9248,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,16,20,7.9248,ASTM A335-P5,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
12040,18,20,7.9248,ASTM A691-5Cr cl 22,Alloy steel 5Cr-0.5Mo PWHT,AS,150,1
